record_type,schema_version,status_seq,timestamp_ticks,status_domain,component,status_key,status_value,severity,flags
STS,1,197,648287024,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,198,664277088,rp2040_timer0,system,uptime_seconds,41,INFO,0
STS,1,199,664280656,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,200,664284288,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,201,664288208,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,202,680276640,rp2040_timer0,system,uptime_seconds,42,INFO,0
STS,1,203,680280384,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,204,680283856,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,205,680287888,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,206,696276912,rp2040_timer0,system,uptime_seconds,43,INFO,0
STS,1,207,696280592,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,208,696284032,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,209,696288016,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,210,712276720,rp2040_timer0,system,uptime_seconds,44,INFO,0
STS,1,211,712280592,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,212,712284064,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,213,712287904,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,214,728277120,rp2040_timer0,system,uptime_seconds,45,INFO,0
STS,1,215,728280544,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,216,728283760,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,217,728287584,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,218,744276736,rp2040_timer0,system,uptime_seconds,46,INFO,0
STS,1,219,744280464,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,220,744283744,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,221,744287648,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,222,760277248,rp2040_timer0,system,uptime_seconds,47,INFO,0
STS,1,223,760280544,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,224,760283744,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,225,760287760,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,226,776276928,rp2040_timer0,system,uptime_seconds,48,INFO,0
STS,1,227,776280688,rp2040_timer0,capture,event_count,0,INFO,0
