record_type,schema_version,status_seq,timestamp_ticks,status_domain,component,status_key,status_value,severity,flags
STS,1,1,24105104,rp2040_timer0,system,boot,true,INFO,32768
STS,1,2,24110256,rp2040_timer0,protocol,schema_version,1,INFO,32768
STS,1,3,24113952,rp2040_timer0,firmware,name,otis_nano_rp2040_connect,INFO,32768
STS,1,4,24117232,rp2040_timer0,firmware,version,SW1,INFO,32768
STS,1,5,24120032,rp2040_timer0,firmware,git_commit,unknown,INFO,32768
STS,1,6,24123248,rp2040_timer0,system,mode,H1_OCXO_OBSERVE_OPEN_LOOP,INFO,32768
STS,1,7,24127152,rp2040_timer0,capture,mode,irq_reconstructed,INFO,32768
STS,1,8,24130928,rp2040_timer0,capture,timestamp_latch,irq_micros_reconstructed,WARN,16
STS,1,9,24133808,rp2040_timer0,capture,limitation,bench_validation_not_final_pio_dma_metrology,WARN,16
STS,1,10,24137408,rp2040_timer0,capture,nominal_capture_clock_hz,16000000,INFO,32768
STS,1,11,24141120,rp2040_timer0,reference,nominal_pps_hz,1,INFO,32768
STS,1,12,24145536,rp2040_timer0,reference,nominal_tcxo_hz,16000000,INFO,32768
STS,1,13,24149104,rp2040_timer0,reference,nominal_ocxo_hz,10000000,INFO,32768
STS,1,14,24152096,rp2040_timer0,capture,fc0_measure_period_ms,1000,INFO,32768
STS,1,15,24155456,rp2040_timer0,system,arduino_core,earlephilhower_arduino_pico,INFO,32768
STS,1,16,24159216,rp2040_timer0,system,board,arduino_nano_rp2040_connect,INFO,32768
STS,1,17,24163472,rp2040_timer0,build,enable_rp2040_boot_diag,1,INFO,32768
STS,1,18,24166272,rp2040_timer0,build,enable_status_led,0,INFO,32768
STS,1,19,24169328,rp2040_timer0,build,capture_backend,irq,INFO,32768
STS,1,20,24172912,rp2040_timer0,build,tcxo_counter_backend,rp2040_fc0_gpin0,INFO,32768
STS,1,21,24176992,rp2040_timer0,build,enable_dac_ad5693r,1,INFO,32768
STS,1,22,24180752,rp2040_timer0,dac,i2c_address,76,INFO,32768
STS,1,23,24183792,rp2040_timer0,dac,min_code,0x7000,INFO,32768
STS,1,24,24187632,rp2040_timer0,dac,max_code,0x9000,INFO,32768
STS,1,25,24191440,rp2040_timer0,pins,ch0_generic_event,D10,INFO,32768
STS,1,26,24195600,rp2040_timer0,pins,ch1_pps_reference,D14,INFO,32768
STS,1,27,24198144,rp2040_timer0,pins,ch2_osc_observation,D8_GPIO20_GPIN0,INFO,32768
STS,1,28,24201216,rp2040_timer0,system,h1_open_loop,true,WARN,32768
STS,1,29,24204720,rp2040_timer0,control,gpsdo_steering,not_implemented,INFO,32768
STS,1,30,24209632,rp2040_timer0,capture,tcxo_counter_backend,rp2040_fc0_gpin0,INFO,32768
STS,1,31,24217328,rp2040_timer0,dac,init,ok,INFO,0
STS,1,32,24221296,rp2040_timer0,dac,enabled,true,INFO,32768
STS,1,33,24225440,rp2040_timer0,dac,initialized,true,INFO,0
STS,1,34,24228752,rp2040_timer0,dac,last_write_ok,true,INFO,0
STS,1,35,24231600,rp2040_timer0,dac,i2c_address,76,INFO,32768
STS,1,36,24235248,rp2040_timer0,dac,min_code,0x7000,INFO,32768
STS,1,37,24239280,rp2040_timer0,dac,max_code,0x9000,INFO,32768
STS,1,38,24243600,rp2040_timer0,dac,last_requested_code,0x0000,INFO,0
STS,1,39,24246528,rp2040_timer0,dac,last_applied_code,0x7000,INFO,0
STS,1,40,24249760,rp2040_timer0,dac,gain_mode,1x,INFO,32768
STS,1,41,24253744,rp2040_timer0,dac,reference_mode,external_or_breakout_default,INFO,32768
STS,1,42,40277008,rp2040_timer0,system,uptime_seconds,2,INFO,0
STS,1,43,40280192,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,44,40284048,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,45,40288256,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,46,56276848,rp2040_timer0,system,uptime_seconds,3,INFO,0
STS,1,47,56279904,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,48,56283600,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,49,56287312,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,50,72276896,rp2040_timer0,system,uptime_seconds,4,INFO,0
STS,1,51,72280032,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,52,72284048,rp2040_timer0,capture,dropped_count,0,INFO,0
STS,1,53,72287888,rp2040_timer0,capture,error_flags,0,INFO,0
STS,1,54,88276912,rp2040_timer0,system,uptime_seconds,5,INFO,0
STS,1,55,88280176,rp2040_timer0,capture,event_count,0,INFO,0
STS,1,56,88283984,rp2040_timer0,capture,dropped_count,0,INFO,0
